id,path,resolved_path,exists,width,height,aspect_ratio,mode,question_type
train_0052.jpg,train/train_0052.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0052.jpg,True,720,960,0.75,RGB,classification
train_0053.jpg,train/train_0053.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0053.jpg,True,720,1278,0.5634,RGB,count
train_0054.jpg,train/train_0054.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0054.jpg,True,720,960,0.75,RGB,color
train_0055.jpg,train/train_0055.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0055.jpg,True,720,960,0.75,RGB,count
train_0056.jpg,train/train_0056.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0056.jpg,True,720,960,0.75,RGB,material
train_0057.jpg,train/train_0057.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0057.jpg,True,960,720,1.3333,RGB,count
train_0058.jpg,train/train_0058.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0058.jpg,True,960,720,1.3333,RGB,count
train_0059.jpg,train/train_0059.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0059.jpg,True,720,960,0.75,RGB,count
train_0060.jpg,train/train_0060.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0060.jpg,True,720,720,1.0,RGB,count
train_0061.jpg,train/train_0061.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0061.jpg,True,720,960,0.75,RGB,classification
train_0062.jpg,train/train_0062.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0062.jpg,True,720,960,0.75,RGB,classification
train_0063.jpg,train/train_0063.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0063.jpg,True,720,960,0.75,RGB,count
train_0064.jpg,train/train_0064.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0064.jpg,True,720,960,0.75,RGB,classification
train_0065.jpg,train/train_0065.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0065.jpg,True,720,960,0.75,RGB,count
train_0066.jpg,train/train_0066.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0066.jpg,True,720,960,0.75,RGB,material
train_0067.jpg,train/train_0067.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0067.jpg,True,960,720,1.3333,RGB,count
train_0068.jpg,train/train_0068.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0068.jpg,True,1278,720,1.775,RGB,color
train_0069.jpg,train/train_0069.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0069.jpg,True,720,960,0.75,RGB,classification
train_0070.jpg,train/train_0070.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0070.jpg,True,720,960,0.75,RGB,other
train_0071.jpg,train/train_0071.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0071.jpg,True,960,720,1.3333,RGB,count
train_0072.jpg,train/train_0072.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0072.jpg,True,960,720,1.3333,RGB,material
train_0073.jpg,train/train_0073.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0073.jpg,True,1599,720,2.2208,RGB,other
train_0074.jpg,train/train_0074.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0074.jpg,True,720,960,0.75,RGB,color
train_0075.jpg,train/train_0075.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0075.jpg,True,720,960,0.75,RGB,classification
train_0076.jpg,train/train_0076.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0076.jpg,True,720,960,0.75,RGB,count
train_0077.jpg,train/train_0077.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0077.jpg,True,1132,720,1.5722,RGB,other
train_0078.jpg,train/train_0078.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0078.jpg,True,720,960,0.75,RGB,material
train_0079.jpg,train/train_0079.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0079.jpg,True,720,960,0.75,RGB,material
train_0080.jpg,train/train_0080.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0080.jpg,True,720,960,0.75,RGB,material
train_0081.jpg,train/train_0081.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0081.jpg,True,720,1280,0.5625,RGB,material
train_0082.jpg,train/train_0082.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0082.jpg,True,720,960,0.75,RGB,count
train_0083.jpg,train/train_0083.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0083.jpg,True,720,960,0.75,RGB,count
train_0084.jpg,train/train_0084.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0084.jpg,True,720,720,1.0,RGB,material
train_0085.jpg,train/train_0085.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0085.jpg,True,720,960,0.75,RGB,classification
train_0086.jpg,train/train_0086.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0086.jpg,True,960,720,1.3333,RGB,count
train_0087.jpg,train/train_0087.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0087.jpg,True,720,960,0.75,RGB,material
train_0088.jpg,train/train_0088.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0088.jpg,True,720,960,0.75,RGB,material
train_0089.jpg,train/train_0089.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0089.jpg,True,720,1278,0.5634,RGB,count
train_0090.jpg,train/train_0090.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0090.jpg,True,720,960,0.75,RGB,material
train_0091.jpg,train/train_0091.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0091.jpg,True,720,960,0.75,RGB,material
train_0092.jpg,train/train_0092.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0092.jpg,True,720,960,0.75,RGB,material
train_0093.jpg,train/train_0093.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0093.jpg,True,720,1280,0.5625,RGB,material
train_0094.jpg,train/train_0094.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0094.jpg,True,720,960,0.75,RGB,count
train_0095.jpg,train/train_0095.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0095.jpg,True,1278,720,1.775,RGB,count
train_0096.jpg,train/train_0096.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0096.jpg,True,1600,720,2.2222,RGB,classification
train_0097.jpg,train/train_0097.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0097.jpg,True,720,960,0.75,RGB,classification
train_0098.jpg,train/train_0098.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0098.jpg,True,720,960,0.75,RGB,count
train_0099.jpg,train/train_0099.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0099.jpg,True,720,960,0.75,RGB,count
train_0100.jpg,train/train_0100.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0100.jpg,True,720,960,0.75,RGB,location
train_0101.jpg,train/train_0101.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0101.jpg,True,720,960,0.75,RGB,classification
train_0102.jpg,train/train_0102.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0102.jpg,True,720,960,0.75,RGB,material
train_0103.jpg,train/train_0103.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0103.jpg,True,720,960,0.75,RGB,classification
train_0104.jpg,train/train_0104.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0104.jpg,True,720,960,0.75,RGB,material
train_0105.jpg,train/train_0105.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0105.jpg,True,720,960,0.75,RGB,count
train_0106.jpg,train/train_0106.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0106.jpg,True,720,960,0.75,RGB,count
train_0107.jpg,train/train_0107.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0107.jpg,True,720,1278,0.5634,RGB,classification
train_0108.jpg,train/train_0108.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0108.jpg,True,720,960,0.75,RGB,material
train_0109.jpg,train/train_0109.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0109.jpg,True,720,960,0.75,RGB,material
train_0110.jpg,train/train_0110.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0110.jpg,True,720,960,0.75,RGB,classification
train_0111.jpg,train/train_0111.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0111.jpg,True,720,960,0.75,RGB,count
train_0112.jpg,train/train_0112.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0112.jpg,True,720,960,0.75,RGB,material
train_0113.jpg,train/train_0113.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0113.jpg,True,720,960,0.75,RGB,material
train_0114.jpg,train/train_0114.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0114.jpg,True,720,960,0.75,RGB,location
train_0115.jpg,train/train_0115.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0115.jpg,True,720,960,0.75,RGB,classification
train_0116.jpg,train/train_0116.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0116.jpg,True,720,960,0.75,RGB,material
train_0117.jpg,train/train_0117.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0117.jpg,True,720,1280,0.5625,RGB,count
train_0118.jpg,train/train_0118.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0118.jpg,True,720,960,0.75,RGB,classification
train_0119.jpg,train/train_0119.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0119.jpg,True,720,960,0.75,RGB,classification
train_0120.jpg,train/train_0120.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0120.jpg,True,720,960,0.75,RGB,count
train_0121.jpg,train/train_0121.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0121.jpg,True,720,960,0.75,RGB,count
train_0122.jpg,train/train_0122.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0122.jpg,True,720,960,0.75,RGB,material
train_0123.jpg,train/train_0123.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0123.jpg,True,720,1080,0.6667,RGB,material
train_0124.jpg,train/train_0124.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0124.jpg,True,720,960,0.75,RGB,location
train_0125.jpg,train/train_0125.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0125.jpg,True,720,960,0.75,RGB,classification
train_0126.jpg,train/train_0126.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0126.jpg,True,720,960,0.75,RGB,count
train_0127.jpg,train/train_0127.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0127.jpg,True,720,960,0.75,RGB,location
train_0128.jpg,train/train_0128.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0128.jpg,True,720,960,0.75,RGB,material
train_0129.jpg,train/train_0129.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0129.jpg,True,720,960,0.75,RGB,classification
train_0130.jpg,train/train_0130.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0130.jpg,True,720,960,0.75,RGB,classification
train_0131.jpg,train/train_0131.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0131.jpg,True,720,960,0.75,RGB,count
train_0132.jpg,train/train_0132.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0132.jpg,True,720,960,0.75,RGB,material
train_0133.jpg,train/train_0133.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0133.jpg,True,720,960,0.75,RGB,color
train_0134.jpg,train/train_0134.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0134.jpg,True,1280,720,1.7778,RGB,count
train_0135.jpg,train/train_0135.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0135.jpg,True,720,960,0.75,RGB,location
train_0136.jpg,train/train_0136.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0136.jpg,True,1600,720,2.2222,RGB,material
train_0137.jpg,train/train_0137.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0137.jpg,True,720,960,0.75,RGB,location
train_0138.jpg,train/train_0138.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0138.jpg,True,720,960,0.75,RGB,count
train_0139.jpg,train/train_0139.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0139.jpg,True,960,720,1.3333,RGB,count
train_0140.jpg,train/train_0140.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0140.jpg,True,720,960,0.75,RGB,classification
train_0141.jpg,train/train_0141.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0141.jpg,True,1078,720,1.4972,RGB,count
train_0142.jpg,train/train_0142.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0142.jpg,True,720,960,0.75,RGB,material
train_0143.jpg,train/train_0143.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0143.jpg,True,720,960,0.75,RGB,count
train_0144.jpg,train/train_0144.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0144.jpg,True,720,720,1.0,RGB,material
train_0145.jpg,train/train_0145.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0145.jpg,True,720,960,0.75,RGB,material
train_0146.jpg,train/train_0146.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0146.jpg,True,720,960,0.75,RGB,material
train_0147.jpg,train/train_0147.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0147.jpg,True,720,960,0.75,RGB,other
train_0148.jpg,train/train_0148.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0148.jpg,True,720,960,0.75,RGB,classification
train_0149.jpg,train/train_0149.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0149.jpg,True,720,1280,0.5625,RGB,classification
train_0150.jpg,train/train_0150.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0150.jpg,True,720,960,0.75,RGB,count
train_0151.jpg,train/train_0151.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0151.jpg,True,720,960,0.75,RGB,location
train_0152.jpg,train/train_0152.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0152.jpg,True,720,960,0.75,RGB,classification
train_0153.jpg,train/train_0153.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0153.jpg,True,720,960,0.75,RGB,count
train_0154.jpg,train/train_0154.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0154.jpg,True,720,960,0.75,RGB,classification
train_0155.jpg,train/train_0155.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0155.jpg,True,720,941,0.7651,RGB,classification
train_0156.jpg,train/train_0156.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0156.jpg,True,720,960,0.75,RGB,classification
train_0157.jpg,train/train_0157.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0157.jpg,True,720,960,0.75,RGB,count
train_0158.jpg,train/train_0158.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0158.jpg,True,720,1278,0.5634,RGB,material
train_0159.jpg,train/train_0159.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0159.jpg,True,720,960,0.75,RGB,material
train_0160.jpg,train/train_0160.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0160.jpg,True,1541,720,2.1403,RGB,classification
train_0161.jpg,train/train_0161.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0161.jpg,True,960,720,1.3333,RGB,location
train_0162.jpg,train/train_0162.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0162.jpg,True,720,960,0.75,RGB,count
train_0163.jpg,train/train_0163.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0163.jpg,True,960,720,1.3333,RGB,color
train_0164.jpg,train/train_0164.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0164.jpg,True,720,960,0.75,RGB,classification
train_0165.jpg,train/train_0165.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0165.jpg,True,720,960,0.75,RGB,count
train_0166.jpg,train/train_0166.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0166.jpg,True,959,720,1.3319,RGB,count
train_0167.jpg,train/train_0167.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0167.jpg,True,720,960,0.75,RGB,count
train_0168.jpg,train/train_0168.jpg,c:\Users\SSAFY\Desktop\2026-ssafy-ai-15-2\colab\train\train_0168.jpg,True,720,1278,0.5634,RGB,classification
